item_id,base_item_index,template_id,verb_pair,subject_singular,subject_plural,distractor_singular,distractor_plural,condition,subject_number,distractor_number,prompt,singular_verb,plural_verb,correct_verb,wrong_verb,full_sentence_example,logit_correct,logit_wrong,margin,prob_correct,prob_wrong,rank_correct,model_tag,pass_margin_gt_0,pass_margin_gt_1,subject_token_start,subject_token_end,distractor_token_start,distractor_token_end,final_token_position,prompt_token_length
agr_0000,0,of_in_question,be_present,reporter,reporters,authority,authorities,SS,singular,singular,The reporter of the authority in question,is,are,is,are,The reporter of the authority in question is responsible for the decision.,17.831850051879883,12.436595916748047,5.395254135131836,0.13966557383537292,0.0006338117527775466,1,phi2,True,True,1,1,4,4,6,7
agr_0000,0,of_in_question,be_present,reporter,reporters,authority,authorities,SP,singular,plural,The reporter of the authorities in question,is,are,is,are,The reporter of the authorities in question is responsible for the decision.,16.88767433166504,14.261539459228516,2.6261348724365234,0.12387882173061371,0.008963573724031448,1,phi2,True,True,1,1,4,4,6,7
agr_0000,0,of_in_question,be_present,reporter,reporters,authority,authorities,PS,plural,singular,The reporters of the authority in question,is,are,are,is,The reporters of the authority in question are responsible for the decision.,17.247344970703125,12.353153228759766,4.894191741943359,0.14284992218017578,0.0010699402773752809,1,phi2,True,True,1,1,4,4,6,7
agr_0000,0,of_in_question,be_present,reporter,reporters,authority,authorities,PP,plural,plural,The reporters of the authorities in question,is,are,are,is,The reporters of the authorities in question are responsible for the decision.,17.406240463256836,11.663641929626465,5.742598533630371,0.1661965250968933,0.0005328967818059027,1,phi2,True,True,1,1,4,4,6,7
agr_0000,0,of_in_question,be_past,reporter,reporters,authority,authorities,SS,singular,singular,The reporter of the authority in question,was,were,was,were,The reporter of the authority in question was responsible for the decision.,16.898744583129883,12.03480052947998,4.863944053649902,0.05493471026420593,0.0004240946436766535,4,phi2,True,True,1,1,4,4,6,7
agr_0000,0,of_in_question,be_past,reporter,reporters,authority,authorities,SP,singular,plural,The reporter of the authorities in question,was,were,was,were,The reporter of the authorities in question was responsible for the decision.,16.46620750427246,13.814813613891602,2.6513938903808594,0.08127488195896149,0.005734170321375132,3,phi2,True,True,1,1,4,4,6,7
agr_0000,0,of_in_question,be_past,reporter,reporters,authority,authorities,PS,plural,singular,The reporters of the authority in question,was,were,were,was,The reporters of the authority in question were responsible for the decision.,16.81730079650879,12.38447093963623,4.432829856872559,0.09292107075452805,0.0011039786040782928,3,phi2,True,True,1,1,4,4,6,7
agr_0000,0,of_in_question,be_past,reporter,reporters,authority,authorities,PP,plural,plural,The reporters of the authorities in question,was,were,were,was,The reporters of the authorities in question were responsible for the decision.,16.722501754760742,11.431622505187988,5.290879249572754,0.08388378471136093,0.000422550190705806,3,phi2,True,True,1,1,4,4,6,7
agr_0000,0,of_in_question,have_present,reporter,reporters,authority,authorities,SS,singular,singular,The reporter of the authority in question,has,have,has,have,The reporter of the authority in question has received the report.,17.083980560302734,12.164999961853027,4.918980598449707,0.06611405313014984,0.00048306735698133707,3,phi2,True,True,1,1,4,4,6,7
agr_0000,0,of_in_question,have_present,reporter,reporters,authority,authorities,SP,singular,plural,The reporter of the authorities in question,has,have,has,have,The reporter of the authorities in question has received the report.,16.263689041137695,13.832670211791992,2.431018829345703,0.06637487560510635,0.005837482865899801,4,phi2,True,True,1,1,4,4,6,7
